178,1,55,0.8,81.83
179,0,38,0.58,39.01
180,0,60,0.89,80.01
181,1,15,0.96,86.48
182,1,61,0.93,81.63
183,0,29,0.46,33.46
184,1,69,0.92,78.07
185,1,63,0.58,41.26
186,1,52,0.66,69.31
187,0,56,0.76,63.93
188,1,49,0.76,57.66
189,0,28,0.8,61.9
190,1,51,0.55,37.13
191,0,64,0.72,66.86
192,0,35,0.52,37.48
193,1,65,0.87,65.54
194,0,60,0.92,78.31
195,0,47,0.49,40.93
196,1,49,0.68,62.6
197,1,53,0.87,83.43
198,0,43,0.93,83.86
199,1,83,0.62,60.77
200,0,35,0.6,45.49
201,1,57,0.6,48.06
202,1,62,0.67,51.35
203,0,36,0.63,58.15
204,1,42,0.53,53.81
205,0,14,0.79,67.02
206,0,45,0.82,70.01
207,1,24,0.88,76.42
208,0,45,0.68,61.43
209,0,63,0.92,86.42
210,1,17,0.64,42.22
211,1,56,0.5,44.03
212,1,48,0.58,43.76
213,0,53,0.48,33.06
214,1,62,0.82,63.47
215,0,42,0.59,59.05
216,1,40,0.83,73.59
217,0,61,0.41,37.72
218,1,56,0.69,64.07
219,0,52,0.79,75.72
220,1,33,0.55,59.25
221,0,48,0.65,71.92
222,1,47,0.85,73.14
223,1,50,0.5,43.68
224,0,50,0.92,75.97
225,0,35,0.96,78.42
226,0,58,0.61,49.44
227,1,32,0.55,31.8
228,1,45,0.91,82.38
229,1,55,0.65,43.2
230,1,71,0.73,62.25
231,0,56,0.66,54.63
232,1,55,0.62,61.4
233,1,23,0.59,50.91
234,1,61,0.88,81.35
235,0,32,0.76,66.21
236,1,43,0.76,49.97
237,0,60,0.98,87.84
238,1,65,0.89,70.44
239,0,35,0.88,81.42
240,0,53,0.75,61.85
241,1,57,0.72,71.13
242,1,47,0.66,59.58
243,1,42,0.8,64.43
244,1,67,0.76,71.1
245,1,60,0.41,43.53
246,0,68,0.72,82.13
247,1,42,0.71,56.33
248,0,48,0.7,53.95
249,0,71,0.52,26.78
250,0,40,0.92,99.89
251,0,59,0.76,66.27
252,0,26,0.51,27.51
253,0,50,0.7,62.53
254,1,65,0.8,74.16
255,0,52,0.63,57.38
256,0,24,0.83,75.76
258,1,49,0.76,63.08
259,1,51,0.41,41.58
260,1,67,0.82,86.34
261,1,35,0.8,70.47
262,1,66,0.8,69.59
263,1,40,0.7,50.59
264,1,57,0.69,61.49
265,1,52,0.9,75.64
266,0,39,0.83,82.09
267,1,61,0.82,54.53
268,0,68,0.54,41.82
269,0,46,0.48,50.99
270,1,54,0.89,73.3
271,0,40,0.95,91.36
272,0,64,0.65,57.78
273,1,50,0.58,66.34
274,1,65,0.65,71.84
275,1,56,0.43,38.56
276,0,51,0.69,59.06
277,1,65,0.82,72.09
279,1,32,0.69,70.19
280,1,49,0.88,87.84
281,1,43,0.85,71.74
282,1,54,0.52,70.07
283,0,40,0.71,52.53
284,1,57,0.86,66.01
285,1,37,0.95,68.86
286,0,67,0.87,60.05
287,1,36,0.84,92.84
288,1,61,0.79,62.37
289,0,20,0.64,65.37
290,0,66,0.97,88.86
291,1,56,0.78,61.43
292,1,59,0.9,76.58
293,1,68,0.86,75.94
294,0,34,0.52,41.62
295,0,45,0.81,76.39
296,1,49,0.58,47.24
297,0,66,0.8,52.68
298,0,29,0.75,71.33
299,0,40,0.6,55.8
300,0,39,0.93,90.41
301,0,70,0.57,27.09
302,1,34,0.81,73.73
303,0,70,0.47,33.1
305,0,46,0.84,61.91
306,0,73,0.88,68.98
307,1,56,0.77,64.22
308,0,61,0.91,79.93
309,0,55,0.86,79.38
310,1,30,0.94,87.85
311,0,43,0.97,99.95
312,1,67,0.79,92.49
313,1,54,0.73,66.65
314,0,54,0.69,57.59
315,0,67,0.84,66.19
316,0,42,0.61,43.79
317,1,70,0.92,82.12
318,1,62,0.76,69.94
319,0,53,0.65,64.76
320,1,54,0.93,88.61
321,1,48,0.82,69.06
322,0,72,0.95,81.46
323,0,36,0.8,80.16
324,1,52,0.88,71.32
325,1,54,0.88,46.8
326,1,50,0.94,89.12
327,1,79,0.96,90.9
328,1,60,0.79,72.01
329,0,60,0.73,53.8
330,0,42,0.82,69.22
331,0,45,0.65,57.03
332,0,46,0.69,58.44
333,1,40,0.87,65.2
334,0,64,0.44,49.25
335,1,33,0.77,79.72
336,0,36,0.49,38.99
337,0,31,0.83,53.26
338,0,54,0.94,99.89
339,1,61,0.76,60.52
340,0,54,0.63,48.77
341,1,44,0.4,44.4
342,1,70,0.8,72.85
343,1,29,0.64,54.87
344,0,55,0.77,75.38
345,1,43,0.62,51.26
346,0,51,0.84,80.68
347,1,54,0.72,61.35
348,1,54,0.82,66.32
349,0,53,0.81,78.17
350,0,36,0.69,68.23
351,1,53,0.84,76.66
352,0,64,0.9,76.72
353,0,48,0.59,31.92
354,0,44,0.74,63.66
355,0,66,0.85,93.22
356,0,23,0.5,37.52
357,1,51,0.55,45.1
358,1,55,0.9,91.52
359,0,71,0.74,55.73
360,0,54,0.72,68.58
361,1,57,0.69,45.54
362,0,68,0.85,81.96
363,0,42,0.69,64.75
364,1,52,0.6,47.35
365,1,55,0.48,39.24
366,1,52,0.66,74.7
367,1,42,0.89,99.01
368,0,62,0.81,60.75
369,0,50,0.75,72.21
370,1,37,0.84,70.07
371,1,56,0.31,9.21
372,0,48,0.77,67.7
373,1,46,0.82,71.62
374,1,47,0.67,63.28
375,1,38,0.6,48.04
376,1,56,0.77,58.88
377,1,35,0.92,91.07
378,0,62,0.8,68.08
379,1,71,0.67,55.75
380,1,49,0.74,48.05
381,0,48,0.82,66.98
382,0,71,0.97,85.68
383,1,74,0.81,74.77
384,0,83,0.59,45.82
385,1,26,0.8,89.09
386,1,62,0.94,85.4
387,1,40,0.94,97.82
388,1,34,0.78,72.5
389,0,47,0.71,39.87
390,0,48,0.82,75.23
392,0,52,0.87,92.85
393,1,54,0.42,35.12
394,1,34,0.75,52.56
395,1,67,0.93,81.65
396,0,54,0.96,82.11
397,0,24,0.45,38.64
398,1,44,0.52,44.43
399,1,45,0.63,42.64
400,1,76,0.82,69.22
401,1,56,0.56,53.11
402,1,73,0.65,56.26
404,0,46,0.69,63.96
405,1,57,0.64,57.01
406,1,43,0.66,63.3
407,1,54,0.93,79.98
408,1,63,0.78,71.15
409,0,34,0.56,33.27
410,0,33,0.97,75.9
411,0,31,0.92,77.62
412,0,31,0.41,35.87
413,0,62,0.68,55.41
414,0,26,0.89,68.98
415,1,39,0.44,20.38
416,1,47,0.86,75.25
417,0,46,0.91,64.31
418,0,38,0.38,39.8
419,1,21,0.7,55.27
420,1,16,0.73,62.18
421,1,59,0.66,46.41
422,0,40,0.84,72.93
423,0,73,0.51,36.51
424,0,47,0.88,89.44
425,1,26,0.55,32.61
426,1,37,0.95,79.74
427,0,56,0.89,77.56
428,0,68,0.82,69.32
429,1,57,0.55,58.93
430,0,40,0.87,78.08
431,0,54,0.65,60.72
432,1,70,0.64,56.93
433,1,6,0.49,28.87
434,0,31,0.83,62.19
435,0,74,0.97,89.69
436,0,24,0.8,74.07
437,0,62,0.8,84.86
438,1,48,0.7,67.4
439,1,38,0.97,86.58
440,0,42,0.94,95.68
441,0,34,0.74,56.1
442,0,58,0.33,31.35
443,1,53,0.52,40.68
444,0,57,0.9,93.99
445,0,78,0.78,79.52
446,1,73,0.76,64.25
447,1,47,0.83,76.65
448,0,30,0.58,48.95
449,0,52,0.95,67.04
450,1,78,0.8,61.73
451,1,57,0.63,36.54
452,0,42,0.77,66.05
453,0,66,0.73,73.62
454,1,26,0.6,62.55
456,0,65,0.44,53.33
457,0,80,0.96,77.82
458,0,39,0.81,63.02
459,0,59,0.63,71.24
460,0,62,0.77,61.66
461,0,64,0.44,42.24
462,0,61,0.82,62.0
463,0,55,0.42,22.46
464,0,49,0.5,47.8
465,0,61,0.46,26.73
466,1,55,0.9,86.77
467,1,39,0.47,40.35
468,0,47,0.67,69.64
469,1,19,0.55,53.12
470,1,57,0.88,80.38
471,0,45,0.82,63.37
472,0,59,0.87,84.1
473,1,4,0.74,61.28
474,0,76,0.92,79.04
475,1,38,0.72,51.87
476,1,33,0.77,73.54
477,1,71,0.78,56.98
478,1,47,0.56,56.28
479,0,48,0.81,54.88
480,0,24,0.68,55.21
481,0,60,0.8,68.83
482,1,36,0.37,7.3
483,1,46,0.63,54.46
484,1,57,0.32,10.14
485,0,50,0.76,70.06
486,1,55,0.66,39.43
487,0,76,0.89,83.67
488,0,15,0.64,57.87
489,0,47,0.64,43.61
490,0,45,0.46,33.89
491,1,71,0.39,33.97
492,0,47,0.72,90.11
493,1,56,0.43,35.8
494,0,63,0.96,97.72
495,0,41,0.96,84.61
496,1,38,0.37,35.96
497,1,70,0.86,81.24
498,0,51,0.55,29.8
499,0,60,0.64,61.2
500,0,46,0.79,60.89
501,0,50,0.85,71.54
502,0,48,0.88,82.87
503,1,65,0.65,51.32
504,0,51,0.66,54.03
505,1,51,0.82,75.99
506,0,63,0.54,48.24
507,1,37,0.53,36.21
508,0,96,0.97,87.27
509,0,53,0.79,73.25
510,0,78,0.91,78.83
511,0,68,0.86,82.34
512,0,37,0.69,39.51
513,0,44,0.85,67.94
514,0,73,0.53,42.4
515,0,41,0.53,55.88
516,1,41,0.92,82.22
517,0,74,0.64,42.24
518,1,46,0.83,84.76
519,0,14,0.71,44.21
520,0,56,0.93,74.88
521,1,20,0.83,97.01
522,0,62,0.69,51.8
523,1,56,0.73,65.38
524,1,71,0.74,74.68
525,0,50,0.75,64.25
526,0,38,0.75,70.52
527,0,60,0.74,40.55
528,0,44,0.89,81.63
530,1,70,0.75,55.81
531,1,34,0.78,66.51
532,0,63,0.65,69.72
533,0,59,0.85,90.25
534,1,36,0.53,54.6
535,0,55,0.93,87.51
536,0,39,0.88,78.85
537,0,44,0.79,58.34
538,1,76,0.51,49.55
539,0,30,0.74,66.24
540,1,44,0.26,9.56
541,0,49,0.88,82.15
542,0,15,0.86,72.92
543,1,49,0.75,59.49
544,1,31,0.92,70.36
545,0,39,0.74,64.28
546,1,52,0.91,98.32
547,0,47,0.55,35.07
548,0,31,0.64,64.1
549,1,64,0.91,70.15
550,1,66,0.92,87.75
551,1,21,0.85,66.32
552,1,39,0.32,25.18
553,0,53,0.5,48.46
554,1,51,0.38,26.73
555,0,34,0.7,54.43
557,0,38,0.64,46.08
558,0,38,0.6,46.89
559,1,63,0.73,63.1
560,0,53,0.91,95.26
561,0,55,0.77,77.61
562,1,39,0.79,79.53
563,1,50,0.63,40.79
564,0,47,0.85,77.71
565,1,50,0.55,46.56
566,0,41,0.72,62.88
567,1,73,0.6,59.95
568,1,47,0.82,57.2
569,0,56,0.78,83.04
570,1,39,0.93,80.61
571,0,29,0.73,71.61
572,0,50,0.71,53.53
573,0,43,0.72,65.61
575,0,58,0.85,89.31
576,1,40,0.89,69.45
577,0,51,0.7,62.15
578,1,65,0.63,36.14
579,1,46,0.97,88.3
580,0,64,0.82,65.82
581,1,52,0.49,29.41
582,0,50,0.75,79.99
583,0,63,0.76,76.09
584,1,55,0.73,57.87
585,0,20,0.79,58.45
586,1,58,0.72,74.07
587,1,39,0.87,77.9
588,0,63,0.64,62.76
589,1,45,0.85,90.63
590,0,84,0.85,77.83
591,1,48,0.94,84.49
592,0,56,0.78,72.19
593,0,52,0.68,69.13
594,0,45,0.9,67.16
595,0,62,0.99,88.43
596,0,41,0.72,48.52
597,0,42,0.69,57.17
598,1,80,0.85,69.15
599,1,41,0.77,65.93
600,0,57,0.65,48.59
601,0,75,0.93,81.47
602,0,55,0.7,55.15
603,0,35,0.66,46.09
604,1,43,0.58,44.48
605,0,41,0.55,46.76
606,1,45,0.69,56.6
607,1,49,0.79,64.28
608,1,44,0.74,52.54
609,1,68,0.65,57.3
610,0,41,0.94,78.43
611,1,46,0.69,63.0
612,1,42,0.72,71.33
613,0,49,0.89,63.44
614,1,30,0.65,60.62
615,1,70,0.25,35.0
616,1,45,0.53,42.9
617,1,41,0.84,90.48
618,0,69,0.98,78.24
619,0,60,0.69,64.42
620,1,83,0.65,63.19
621,1,45,0.72,59.1
622,1,46,0.67,73.73
623,1,54,0.82,69.65
624,1,54,0.61,40.36
625,1,49,0.57,44.65
626,1,72,0.58,50.08
627,0,79,0.51,49.34
628,0,54,0.97,86.84
629,1,62,0.9,95.49
630,1,38,0.56,32.74
631,1,88,0.57,30.49
632,0,39,0.95,83.0
633,0,50,0.64,58.9
634,1,29,0.69,71.43
635,1,36,0.67,62.0
637,0,53,0.37,38.87
638,1,63,0.83,71.04
639,0,54,0.84,79.81
640,1,75,0.64,41.39
641,1,47,0.78,55.2
642,1,54,0.9,79.23
643,0,73,0.51,68.0
644,0,49,0.73,83.17
645,0,58,0.66,59.97
646,0,59,0.65,35.19
647,1,56,0.55,44.57
648,0,50,0.91,74.75
649,1,38,0.8,73.23
650,1,44,0.5,37.82
651,1,60,0.71,69.38
652,1,42,0.74,57.65
653,1,40,0.73,60.16
654,1,61,0.67,58.23
655,0,61,0.9,97.17
656,0,27,0.6,40.5
657,0,62,0.93,86.33
658,0,41,0.9,90.45
659,1,69,0.88,84.3
660,1,45,0.62,50.24
661,0,47,0.85,99.02
662,0,52,0.64,65.76
663,0,58,0.86,87.15
664,1,51,0.7,49.1
665,0,62,0.84,68.58
666,0,32,0.79,69.97
667,0,63,0.43,20.8
668,0,41,0.67,59.43
669,0,56,0.73,65.61
670,0,64,0.76,42.32
671,0,48,0.93,90.08
672,0,72,0.76,71.59
673,1,38,0.9,88.99
674,0,26,0.76,61.89
675,0,73,0.88,94.24
676,1,65,0.94,83.0
677,0,67,0.82,79.04
678,0,63,0.8,66.52
679,0,57,0.87,59.67
680,1,53,0.65,52.6
681,0,28,0.71,59.42
682,0,58,0.95,95.75
683,1,34,0.81,71.45
684,0,57,0.91,73.94
685,1,46,0.95,94.2
687,1,37,0.87,79.07
688,1,36,0.76,75.83
689,1,58,0.96,93.2
690,0,65,0.6,47.79
691,0,42,0.72,55.98
692,1,77,0.89,87.75
693,0,58,0.62,59.91
694,0,66,0.54,52.76
695,0,34,0.31,16.81
696,1,56,0.88,66.21
697,0,33,0.85,75.91
698,0,59,0.83,89.77
699,0,58,0.81,66.37
700,1,61,0.94,78.05
701,1,70,0.78,74.97
702,0,25,0.92,72.9
703,1,56,0.6,52.47
704,0,47,0.98,95.0
705,0,49,0.81,57.13
706,0,35,0.73,70.65
707,0,58,0.85,93.43
708,0,46,0.9,70.51
709,1,46,0.89,75.02
710,1,54,0.51,48.71
711,0,23,0.53,44.42
712,1,44,0.88,77.36
713,1,51,0.74,51.44
714,1,33,0.68,68.94
715,1,57,0.72,48.22
716,0,54,0.55,70.33
717,1,45,0.7,68.25
718,0,51,0.59,42.95
719,0,40,0.83,53.12
720,0,70,0.55,49.37
721,1,23,0.72,50.61
722,0,52,0.61,46.11
723,1,57,0.88,79.69
724,1,49,0.7,21.34
725,1,23,0.6,51.78
726,0,66,0.39,25.55
727,0,41,0.96,87.92
728,1,46,0.85,85.64
729,1,34,0.42,34.3
730,1,60,0.29,11.42
731,1,39,0.43,45.25
732,1,32,0.63,54.26
733,1,48,0.57,37.79
734,1,50,0.38,43.82
735,1,44,0.63,43.93
736,0,66,0.84,75.68
737,0,55,0.84,61.29
738,1,37,0.52,39.05
739,0,44,0.74,75.35
740,1,68,0.88,78.34
741,1,48,0.79,59.09
742,1,62,0.76,64.6
743,1,62,0.66,42.8
744,1,43,0.57,56.49
745,0,35,0.94,82.87
746,1,69,0.68,60.44
747,1,48,0.72,56.7
748,1,57,0.42,34.63
749,0,41,0.81,78.06
750,1,62,0.67,47.92
751,0,49,0.88,81.97
752,1,52,0.56,26.1
753,0,75,0.61,52.8
754,0,56,0.6,60.44
755,1,54,0.95,81.76
756,0,63,0.78,70.77
757,0,39,0.47,43.68
758,0,62,0.88,63.77
759,1,60,0.56,38.63
760,1,45,0.61,49.37
761,0,39,0.59,56.18
762,1,55,0.91,76.37
763,0,72,0.8,77.85
765,0,36,0.65,49.98
766,0,56,0.5,41.56
767,0,50,0.77,58.49
768,0,43,0.88,85.24
769,0,62,0.69,48.94
770,0,59,0.61,48.39
771,1,68,0.86,64.51
772,0,86,0.83,71.71
773,0,55,0.74,67.77
774,0,63,0.81,82.1
775,1,79,0.92,86.45
776,1,50,0.83,61.72
777,1,45,0.65,35.79
778,1,70,0.89,92.73
779,0,52,0.83,65.68
780,0,61,0.84,63.08
781,1,25,0.79,84.57
782,0,31,0.86,85.85
783,0,95,0.71,51.27
784,1,65,0.83,92.39
785,0,54,0.56,43.46
786,0,45,0.8,59.42
787,0,74,0.8,80.25
788,1,60,0.82,62.77
789,1,36,0.9,75.33
790,0,41,0.67,51.96
791,0,82,0.73,63.93
792,0,87,0.57,73.8
793,0,57,0.61,45.6
794,0,36,0.64,57.86
795,1,51,0.7,70.82
796,1,46,0.53,54.35
797,0,49,0.98,98.42
798,0,51,0.74,65.63
799,0,47,0.77,62.74
800,0,31,0.5,38.05
801,0,48,0.4,30.01
802,1,61,0.71,67.68
803,0,57,0.72,44.46
804,1,66,0.72,75.02
805,0,62,0.65,47.71
806,1,52,0.49,45.17
807,1,15,0.79,67.09
808,0,54,0.81,66.93
809,0,44,0.79,74.96
810,0,72,0.81,74.4
811,1,97,0.63,60.54
812,1,52,0.76,75.76
813,0,51,0.57,43.18
814,1,56,0.5,47.5
815,1,47,0.33,26.99
816,0,55,0.74,50.21
817,1,43,0.59,50.4
818,0,11,0.81,74.98
819,0,42,0.87,80.74
820,0,55,0.8,64.69
821,1,39,0.88,65.81
822,0,67,0.81,64.17
823,1,53,0.5,40.94
824,1,39,0.68,53.81
825,1,50,0.74,62.0
826,1,53,0.44,44.77
827,1,70,0.69,52.55
828,0,55,0.83,71.9
829,0,74,0.47,31.79
830,0,62,0.84,86.86
831,0,62,0.73,57.88
832,0,67,0.88,79.71
834,1,41,0.95,76.45
835,1,51,0.81,70.28
836,0,58,0.77,65.42
837,1,47,0.69,43.04
838,1,44,0.73,58.43
839,0,58,0.91,79.28
840,0,58,0.88,83.01
841,1,83,0.69,48.65
842,0,64,0.65,42.72
843,1,34,0.91,62.93
844,0,47,0.69,82.44
845,1,39,0.89,67.0
846,0,66,0.92,84.71
848,1,66,0.64,51.5
849,1,37,0.9,89.72
850,1,61,0.89,85.53
851,1,52,0.96,88.81
852,0,49,0.68,70.5
853,1,50,0.84,80.21
854,0,76,0.74,65.01
855,1,39,0.61,58.67
856,1,40,0.58,56.51
857,0,45,0.49,39.41
858,1,49,0.58,57.04
859,0,57,0.83,81.95
860,0,38,0.74,54.7
861,1,71,0.87,72.12
862,1,32,0.6,58.35
863,1,56,0.9,87.4
864,1,63,0.97,83.54
865,1,39,0.78,55.7
866,0,22,0.71,73.95
867,1,63,0.61,52.39
868,0,55,0.84,77.71
869,1,62,0.68,67.4
870,0,28,0.32,12.12
871,0,48,0.91,79.55
872,1,25,0.76,61.71
873,0,47,0.66,53.74
874,0,50,0.93,81.53
875,1,54,0.72,76.83
876,0,61,0.79,68.56
877,1,74,0.87,80.52
878,1,37,0.53,44.27
879,0,51,0.74,51.98
880,1,63,0.66,58.16
881,0,30,0.64,49.14
882,1,52,0.93,93.26
883,0,50,0.84,81.75
884,0,65,0.73,49.59
885,0,40,0.69,68.05
886,0,56,0.9,74.28
887,1,51,0.69,53.83
888,0,74,0.79,80.13
889,0,49,0.56,34.9
890,0,73,0.17,4.52
891,1,42,0.82,73.38
892,0,31,0.76,76.34
893,0,21,0.78,64.5
894,1,46,0.52,61.21
895,1,55,0.57,41.33
896,0,70,0.9,89.84
897,0,64,0.65,63.8
898,0,49,0.8,72.35
899,1,44,0.48,40.14
900,1,46,0.42,19.6
901,1,61,0.86,75.99
902,1,29,0.68,74.53
903,1,54,0.58,61.78
904,1,66,0.46,30.76
905,0,50,0.74,64.13
906,1,50,0.73,58.7
907,0,53,0.91,84.78
908,1,13,0.74,65.74
909,1,46,0.7,78.72
910,0,55,0.93,91.85
911,0,48,0.85,76.43
912,1,75,0.64,43.03
913,1,47,0.54,41.93
914,0,25,0.89,80.7
915,1,67,0.71,55.21
916,0,64,0.68,61.95
917,0,48,0.77,64.62
918,0,63,0.9,77.57
919,1,27,0.96,91.07
920,1,20,0.84,72.35
921,0,40,0.72,58.98
922,1,56,0.81,79.3
923,1,65,0.75,62.86
924,0,48,0.73,68.4
925,1,53,0.93,84.37
926,1,45,0.72,70.06
927,0,40,0.81,62.92
928,1,44,0.81,66.72
929,0,69,0.72,77.18
930,1,53,0.73,59.4
931,0,52,0.82,75.07
932,1,30,0.46,32.94
933,1,50,0.91,62.58
934,0,47,0.23,17.35
935,1,62,0.27,27.19
936,0,35,0.63,62.97
937,1,52,0.72,64.12
938,1,37,0.92,93.71
939,0,45,0.47,24.33
940,1,62,0.84,73.94
941,0,38,0.76,71.59
942,1,46,0.76,44.68
943,0,43,0.74,63.46
944,1,27,0.64,50.22
945,0,53,0.51,45.62
946,1,70,0.37,18.42
947,0,41,0.77,57.97
948,1,35,0.81,75.49
949,0,50,0.73,66.28
950,1,51,0.5,53.63
951,1,50,0.76,69.44
952,1,30,0.51,48.38
953,0,62,0.93,72.18
954,0,62,0.9,86.06
955,1,72,0.76,84.35
956,1,43,0.85,85.42
957,0,50,0.63,40.06
958,0,44,0.76,61.38
959,1,23,0.97,96.02
960,1,58,0.8,61.87
961,1,57,0.72,58.75
962,1,41,0.62,64.25
963,1,14,0.6,60.15
964,1,44,0.63,50.43
965,1,28,0.75,82.35
966,0,54,0.94,84.9
967,0,45,0.84,79.49
968,1,36,0.52,47.46
969,0,35,0.93,67.71
970,1,45,0.94,92.81
971,0,65,0.82,64.23
972,0,40,0.8,73.92
973,1,36,0.85,69.62
974,0,36,0.97,63.54
975,0,36,0.57,55.1
976,0,77,0.6,40.33
977,1,70,0.83,82.89
978,0,69,0.94,87.67
979,0,37,0.49,45.23
980,1,32,0.48,35.6
981,1,32,0.84,90.3
982,0,43,0.87,64.7
983,0,37,0.63,44.42
984,1,50,0.75,67.41
985,1,61,0.82,48.81
986,1,44,0.78,63.14
987,1,25,0.81,64.5
988,0,47,0.86,74.71
989,1,39,0.56,35.66
990,0,56,0.91,98.15
991,1,47,0.85,82.51
992,0,46,0.87,70.18
993,0,45,0.48,49.61
994,0,40,0.86,65.01
995,0,54,0.6,39.29
996,1,46,0.87,76.53
997,0,47,0.97,89.72
998,1,55,0.64,60.59
999,0,31,0.93,84.49
1000,1,50,0.61,66.76
1001,0,51,0.88,91.87
1002,0,47,0.83,70.05
1003,0,60,0.75,75.27
1004,1,41,0.81,83.54
1005,0,31,0.74,64.1
1006,1,62,0.64,46.79
1007,0,71,0.82,63.26
1008,1,41,0.86,71.67
1009,1,33,0.93,80.71
1010,0,39,0.83,79.02
1011,1,37,0.92,98.48
1012,0,34,0.7,58.66
1013,0,51,0.38,44.4
